#Organism Name,Organism Groups,Size(Mb),GC%
"Abies kawakamii","Eukaryota;Plants;Land Plants",0.12129,38.2529
"Abies koreana","Eukaryota;Plants;Land Plants",0.121373,38.2499
"Abies religiosa","Eukaryota;Plants;Land Plants",0.119423,38.3611
"Abies sibirica","Eukaryota;Plants;Land Plants",0.121224,38.2606
"Abies yuanbaoshanensis","Eukaryota;Plants;Land Plants",0.121795,38.2856
"Abisara fylloides","Eukaryota;Animals;Insects",0.015301,18.8288
"Ablennes hians","Eukaryota;Animals;Fishes",0.016825,41.7415
"Aborichthys elongatus","Eukaryota;Animals;Fishes",0.016544,40.5404
"Abramis brama","Eukaryota;Animals;Fishes",0.016607,43.0421
"Abraxas suspecta","Eukaryota;Animals;Insects",0.015537,19.1285
"Abraximorpha davidii","Eukaryota;Animals;Insects",0.015469,18.4563
"Abronia graminea","Eukaryota;Animals;Reptiles",0.016016,39.6978
"Abrota ganga","Eukaryota;Animals;Insects",0.015356,18.794
"Abrus expansivus","Eukaryota;Animals;Insects",0.015904,25.2578
"Abrus precatorius","Eukaryota;Plants;Land Plants",0.1565,35.4032
"Abscondita anceyi","Eukaryota;Animals;Insects",0.016519,20.1586
"Abscondita terminalis","Eukaryota;Animals;Insects",0.016402,20.1988
"Absidia glauca CBS 101.48","Eukaryota;Fungi;Other Fungi",0.06308,28.1785
"Abudefduf bengalensis","Eukaryota;Animals;Fishes",0.016776,44.8259
"Abudefduf vaigiensis","Eukaryota;Animals;Fishes",0.016703,45.405
"Abutilon theophrasti","Eukaryota;Plants;Land Plants",0.160446,36.8866
"Acacia dealbata","Eukaryota;Plants;Land Plants",0.174217,35.3863
"Acacia ligulata","Eukaryota;Plants;Land Plants",0.174233,35.3745
"Acacia ligulata","Eukaryota;Plants;Land Plants",0.698138,45.0642
"Acacia podalyriifolia","Eukaryota;Plants;Land Plants",0.175589,35.2044
"Acanella arbuscula","Eukaryota;Animals;Other Animals",0.018616,37.2529
"Acanthacorydalis orientalis","Eukaryota;Animals;Insects",0.015753,23.2337
"Acanthaluteres brownii","Eukaryota;Animals;Fishes",0.016441,47.2903
"Acanthamoeba castellanii Neff (ATCC 30010)","Eukaryota;Protists;Other Protists",0.041591,29.3958
"Acanthaphritis unoorum","Eukaryota;Animals;Fishes",0.01662,42.864
"Acanthaspis cincticrus","Eukaryota;Animals;Insects",0.015686,28.0122
"Acanthaspis ruficeps","Eukaryota;Animals;Insects",0.015846,28.1459
"Acanthaster brevispinus","Eukaryota;Animals;Other Animals",0.016254,43.6262
"Acanthaster planci","Eukaryota;Animals;Other Animals",0.016234,43.6615
"Acanthis flammea","Eukaryota;Animals;Birds",0.01682,45.4875
"Acanthisitta chloris","Eukaryota;Animals;Birds",0.016935,46.4895
"Acanthisitta chloris","Eukaryota;Animals;Birds",0.019029,46.1821
"Acanthobrama persidis","Eukaryota;Animals;Fishes",0.016613,44.2244
"Acanthocalyx alba","Eukaryota;Plants;Land Plants",0.157999,38.3604
"Acanthocardia tuberculata","Eukaryota;Animals;Other Animals",0.016104,40.0956
"Acanthocepola krusensternii","Eukaryota;Animals;Fishes",0.016415,45.7447
"Acanthoceras zachariasii","Eukaryota;Other;Other",0.120392,29.801
"Acanthocheilonema viteae","Eukaryota;Animals;Roundworms",0.013724,26.4573
"Acanthochitona avicula","Eukaryota;Animals;Other Animals",0.015203,31.4346
"Acanthocobitis botia","Eukaryota;Animals;Fishes",0.01666,42.479
"Acanthocobitis zonalternans","Eukaryota;Animals;Fishes",0.016642,43.5705
"Acanthogobius hasta","Eukaryota;Animals;Fishes",0.016663,45.46
"Acanthopagrus latus","Eukaryota;Animals;Fishes",0.016609,44.795
"Acanthopagrus schlegelii","Eukaryota;Animals;Fishes",0.016649,44.0927
"Acanthopagrus schlegelii x Pagrus major","Eukaryota;Animals;Fishes",0.016649,44.0987
"Acanthorhynchus tenuirostris","Eukaryota;Animals;Birds",0.016614,46.9905
"Acanthoscelides obtectus","Eukaryota;Animals;Insects",0.01613,23.602
"Acanthurus leucosternon","Eukaryota;Animals;Fishes",0.016434,44.3349
"Acanthurus lineatus","Eukaryota;Animals;Fishes",0.016532,43.57
"Acanthus ilicifolius","Eukaryota;Plants;Land Plants",0.150758,38.4072
"Acantopsis choirorhynchos","Eukaryota;Animals;Fishes",0.0166,43.4036
"Acasta sulcata","Eukaryota;Animals;Other Animals",0.015326,27.5936
"Accipiter gentilis","Eukaryota;Animals;Birds",0.018266,44.1147
"Accipiter nisus","Eukaryota;Animals;Birds",0.018647,43.0364
"Accipiter trivirgatus","Eukaryota;Animals;Birds",0.018454,44.4402
"Accipiter virgatus","Eukaryota;Animals;Birds",0.017952,45.0479
"Acentrogobius caninus","Eukaryota;Animals;Fishes",0.016614,45.9673
"Acentrogobius chlorostigmatoides","Eukaryota;Animals;Fishes",0.017098,44.6485
"Acentrogobius pflaumii","Eukaryota;Animals;Fishes",0.016515,47.6597
"Acer amplum","Eukaryota;Plants;Land Plants",0.156225,37.9005
"Acer amplum subsp. catalpifolium","Eukaryota;Plants;Land Plants",0.157349,37.8623
"Acer buergerianum","Eukaryota;Plants;Land Plants",0.156477,37.8797
"Acer caesium","Eukaryota;Plants;Land Plants",0.155626,37.9686
"Acer cappadocicum","Eukaryota;Plants;Land Plants",0.156313,37.9022
"Acer cissifolium","Eukaryota;Plants;Land Plants",0.155997,37.9059
"Acer coriaceifolium","Eukaryota;Plants;Land Plants",0.155944,37.9572
"Acer davidii","Eukaryota;Plants;Land Plants",0.157044,37.941
"Acer fabri","Eukaryota;Plants;Land Plants",0.157031,37.8741
"Acer fenzelianum","Eukaryota;Plants;Land Plants",0.157373,37.828
"Acer flabellatum","Eukaryota;Plants;Land Plants",0.156472,37.87
"Acer griseum","Eukaryota;Plants;Land Plants",0.156857,37.9097
"Acer henryi","Eukaryota;Plants;Land Plants",0.156325,37.8865
"Acer laevigatum","Eukaryota;Plants;Land Plants",0.156905,37.8796
"Acer longipes","Eukaryota;Plants;Land Plants",0.157137,37.8612
"Acer mandshuricum","Eukaryota;Plants;Land Plants",0.156234,37.9098
"Acer miaotaiense","Eukaryota;Plants;Land Plants",0.156595,37.885
"Acer morrisonense","Eukaryota;Plants;Land Plants",0.157197,37.8188
"Acer negundo","Eukaryota;Plants;Land Plants",0.15591,37.9392
"Acer nikoense","Eukaryota;Plants;Land Plants",0.155952,37.9162
"Acer oliverianum","Eukaryota;Plants;Land Plants",0.15689,37.8813
"Acer palmatum","Eukaryota;Plants;Land Plants",0.157367,37.8364
"Acer pectinatum","Eukaryota;Plants;Land Plants",0.156147,37.9079
"Acer pentaphyllum","Eukaryota;Plants;Land Plants",0.156269,37.8924
"Acer pictum subsp. mono","Eukaryota;Plants;Land Plants",0.156985,37.903
"Acer platanoides","Eukaryota;Plants;Land Plants",0.156385,37.877
"Acer pseudosieboldianum","Eukaryota;Plants;Land Plants",0.157053,37.8445
"Acer saccharum","Eukaryota;Plants;Land Plants",0.155684,37.9281
"Acer sino-oblongum","Eukaryota;Plants;Land Plants",0.157121,37.9421
"Acer stachyophyllum","Eukaryota;Plants;Land Plants",0.155933,37.8682
"Acer sterculiaceum","Eukaryota;Plants;Land Plants",0.156158,38.007
"Acer sutchuenense subsp. tienchuanense","Eukaryota;Plants;Land Plants",0.156063,37.9494
"Acer takesimense","Eukaryota;Plants;Land Plants",0.157023,37.8607
"Acer tataricum","Eukaryota;Plants;Land Plants",0.155603,38.0269
"Acer triflorum","Eukaryota;Plants;Land Plants",0.156024,37.9038
"Acer truncatum","Eukaryota;Plants;Land Plants",0.156262,37.8896
"Acer tutcheri","Eukaryota;Plants;Land Plants",0.156973,37.867
"Acer wilsonii","Eukaryota;Plants;Land Plants",0.157067,37.8673
"Acer yangbiense","Eukaryota;Plants;Land Plants",0.803281,45.4632
"Acer yangbiense","Eukaryota;Plants;Land Plants",0.155707,37.961
"Acer yangbiense","Eukaryota;Plants;Land Plants",0.155706,37.9606
"Acer yangjuechi","Eukaryota;Plants;Land Plants",0.157088,37.8826
"Acerella muscorum","Eukaryota;Animals;Insects",0.015018,18.7042
"Acerentomon microrhinus","Eukaryota;Animals;Insects",0.015213,28.6005
"Aceros waldeni","Eukaryota;Animals;Birds",0.021657,44.9831
"Acestrorhynchus sp. NM-2010","Eukaryota;Animals;Fishes",0.016758,42.7199
"Acetes chinensis","Eukaryota;Animals;Other Animals",0.01574,29.371
"Achalinus meiguensis","Eukaryota;Animals;Reptiles",0.017239,45.6697
"Achalinus rufescens","Eukaryota;Animals;Reptiles",0.017339,42.6841
"Achalinus spinalis","Eukaryota;Animals;Reptiles",0.017165,44.3227
"Achatinella mustelina","Eukaryota;Animals;Other Animals",0.016323,19.9289
"Achatocarpus nigricans","Eukaryota;Plants;Land Plants",0.131863,35.367
"Achatocarpus pubescens","Eukaryota;Plants;Land Plants",0.131763,35.4128
"Acheilognathus barbatus","Eukaryota;Animals;Fishes",0.01677,44.025
"Acheilognathus chankaensis","Eukaryota;Animals;Fishes",0.016774,42.3513
"Acheilognathus gracilis","Eukaryota;Animals;Fishes",0.016988,43.101
"Acheilognathus intermedia","Eukaryota;Animals;Fishes",0.01661,45.5689
"Acheilognathus macropterus","Eukaryota;Animals;Fishes",0.016774,42.6493
"Acheilognathus majusculus","Eukaryota;Animals;Fishes",0.017155,43.1478
"Acheilognathus meridianus","Eukaryota;Animals;Fishes",0.016563,42.118
"Acheilognathus omeiensis","Eukaryota;Animals;Fishes",0.016774,43.3111
"Acheilognathus rhombeus","Eukaryota;Animals;Fishes",0.01678,43.1108
"Acheilognathus signifer","Eukaryota;Animals;Fishes",0.016566,45.3761
"Acheilognathus somjinensis","Eukaryota;Animals;Fishes",0.016569,44.5772
"Acheilognathus tonkinensis","Eukaryota;Animals;Fishes",0.016767,43.514
"Acheilognathus typus","Eukaryota;Animals;Fishes",0.016778,43.0325
"Acheilognathus yamatsutae","Eukaryota;Animals;Fishes",0.016703,43.3216
"Achimenes cettoana","Eukaryota;Plants;Land Plants",0.153011,38.2005
"Achimenes erecta","Eukaryota;Plants;Land Plants",0.153107,38.1537
"Achirus lineatus","Eukaryota;Animals;Fishes",0.016577,45.9492
"Achlya hypogyna","Eukaryota;Protists;Other Protists",0.04684,22.3783
"Achlys triphylla","Eukaryota;Plants;Land Plants",0.156237,38.528
"Achnatherum splendens","Eukaryota;Plants;Land Plants",0.136876,38.8892
"Acholotermes chirotus","Eukaryota;Animals;Insects",0.01495,33.9398
"Achyrachaena mollis","Eukaryota;Plants;Land Plants",0.150468,37.5714
"Achyranthes aspera","Eukaryota;Plants;Land Plants",0.151486,36.4667
"Achyranthes bidentata","Eukaryota;Plants;Land Plants",0.151284,36.4863
"Achyranthes longifolia","Eukaryota;Plants;Land Plants",0.15152,36.4473
"Aciculitermes aciculatus","Eukaryota;Animals;Insects",0.01495,31.2508
"Aciculitermes maymyoensis","Eukaryota;Animals;Insects",0.01495,33.0033
"Acidiella diversa","Eukaryota;Animals;Insects",0.015531,21.9561
"Acidnotermes praus","Eukaryota;Animals;Insects",0.014913,34.0777
"Acidosasa purpurea","Eukaryota;Plants;Land Plants",0.139697,38.897
"Acinonyx jubatus","Eukaryota;Animals;Mammals",0.017047,39.3735
"Acioa guianensis","Eukaryota;Plants;Land Plants",0.162329,36.2012
"Acipenser baerii","Eukaryota;Animals;Fishes",0.016763,45.3379
"Acipenser brevirostrum","Eukaryota;Animals;Fishes",0.01668,45.5396
"Acipenser dabryanus","Eukaryota;Animals;Fishes",0.016438,46.1005
"Acipenser dabryanus x Acipenser schrenckii","Eukaryota;Animals;Fishes",0.016439,46.0734
"Acipenser fulvescens","Eukaryota;Animals;Fishes",0.016542,45.8167
"Acipenser gueldenstaedtii","Eukaryota;Animals;Fishes",0.016594,45.5647
"Acipenser gueldenstaedtii x Acipenser baerii","Eukaryota;Animals;Fishes",0.016594,45.5044
"Acipenser medirostris","Eukaryota;Animals;Fishes",0.016611,45.4699
"Acipenser mikadoi","Eukaryota;Animals;Fishes",0.01661,45.4786
"Acipenser nudiventris","Eukaryota;Animals;Fishes",0.016543,46.0134
"Acipenser oxyrinchus","Eukaryota;Animals;Fishes",0.016565,45.6263
"Acipenser ruthenus","Eukaryota;Animals;Fishes",0.01679,45.2412
"Acipenser schrenckii","Eukaryota;Animals;Fishes",0.016684,45.8044
"Acipenser schrenckii x Huso dauricus","Eukaryota;Animals;Fishes",0.016687,45.7662
"Acipenser sinensis","Eukaryota;Animals;Fishes",0.016682,45.4442
"Acipenser stellatus","Eukaryota;Animals;Fishes",0.016537,45.9999
"Acipenser sturio","Eukaryota;Animals;Fishes",0.016555,45.4545
"Acipenser transmontanus","Eukaryota;Animals;Fishes",0.016692,45.8363
"Acisoma panorpoides","Eukaryota;Animals;Insects",0.015742,25.0032
"Acizzia uncatoides","Eukaryota;Animals;Insects",0.014957,27.2515
"Aclees cribratus","Eukaryota;Animals;Insects",0.017329,24.1618
"Acleisanthes obtusa","Eukaryota;Plants;Land Plants",0.154004,36.0075
"Acleris fimbriana","Eukaryota;Animals;Insects",0.015933,19.0485
"Acmaeodera sp. NCS-2009","Eukaryota;Animals;Insects",0.016217,31.5903
"Acnemia nitidicollis","Eukaryota;Animals;Insects",0.01695,19.5457
"Acnistus arborescens","Eukaryota;Plants;Land Plants",0.156898,37.6773
"Acnistus arborescens x Iochroma cyaneum","Eukaryota;Plants;Land Plants",0.156841,37.6796
"Acoelorraphe wrightii","Eukaryota;Plants;Land Plants",0.158503,37.3135
"Acomys cahirinus","Eukaryota;Animals;Mammals",0.016217,40.6055
"Aconitum angustius","Eukaryota;Plants;Land Plants",0.156109,38.0497
"Aconitum austrokoreense","Eukaryota;Plants;Land Plants",0.155682,38.1149
"Aconitum brachypodum","Eukaryota;Plants;Land Plants",0.155651,38.0942
"Aconitum carmichaelii","Eukaryota;Plants;Land Plants",0.155737,38.1387
"Aconitum chiisanense","Eukaryota;Plants;Land Plants",0.155934,38.1039
"Aconitum ciliare","Eukaryota;Plants;Land Plants",0.155832,38.1359
"Aconitum contortum","Eukaryota;Plants;Land Plants",0.155653,38.086
"Aconitum coreanum","Eukaryota;Plants;Land Plants",0.157029,37.9987
"Aconitum delavayi","Eukaryota;Plants;Land Plants",0.155769,38.0743
"Aconitum episcopale","Eukaryota;Plants;Land Plants",0.151214,38.3007
"Aconitum finetianum","Eukaryota;Plants;Land Plants",0.155625,38.0498
"Aconitum hemsleyanum","Eukaryota;Plants;Land Plants",0.155684,38.0855
"Aconitum kusnezoffii","Eukaryota;Plants;Land Plants",0.44072,46.854
"Aconitum kusnezoffii","Eukaryota;Plants;Land Plants",0.155862,38.1312
"Aconitum longecassidatum","Eukaryota;Plants;Land Plants",0.155524,38.0571
"Aconitum monanthum","Eukaryota;Plants;Land Plants",0.155688,38.1115
"Aconitum pendulum","Eukaryota;Plants;Land Plants",0.155597,38.1048
"Aconitum pseudolaeve","Eukaryota;Plants;Land Plants",0.155628,38.0478
"Aconitum sinomontanum","Eukaryota;Plants;Land Plants",0.157215,37.9945
"Aconitum tanguticum","Eukaryota;Plants;Land Plants",0.157114,37.9826
"Aconitum vilmorinianum","Eukaryota;Plants;Land Plants",0.155761,38.0737
"Acorus americanus","Eukaryota;Plants;Land Plants",0.153819,38.5934
"Acorus calamus","Eukaryota;Plants;Land Plants",0.153821,38.5988
"Acorus gramineus","Eukaryota;Plants;Land Plants",0.152849,38.7016
"Acorus tatarinowii","Eukaryota;Plants;Land Plants",0.153296,38.6964
"Acosmetura nigrogeniculata","Eukaryota;Animals;Insects",0.016271,28.812
"Acraea acerata","Eukaryota;Animals;Insects",0.015281,20.2932
"Acraea alcinoe","Eukaryota;Animals;Insects",0.015729,22.8749
"Acraea bonasia","Eukaryota;Animals;Insects",0.01529,21.2361
"Acraea circeis","Eukaryota;Animals;Insects",0.015235,22.7831
"Acraea egina","Eukaryota;Animals;Insects",0.015405,19.7793
"Acraea issoria","Eukaryota;Animals;Insects",0.015245,20.2427
"Acraea jodutta","Eukaryota;Animals;Insects",0.015272,21.8046
"Acraea kalinzu","Eukaryota;Animals;Insects",0.01526,23.1979
"Acraea lycoa","Eukaryota;Animals;Insects",0.01519,22.2383
"Acraea parrhasia","Eukaryota;Animals;Insects",0.015261,22.6001
"Acraea penelope","Eukaryota;Animals;Insects",0.015271,23.024
"Acraea perenna","Eukaryota;Animals;Insects",0.015315,22.9514
"Acraea pharsalus","Eukaryota;Animals;Insects",0.015224,20.98
"Acraea poggei","Eukaryota;Animals;Insects",0.015361,19.9987
"Acraea polis","Eukaryota;Animals;Insects",0.015254,23.9872
"Acraea rogersi","Eukaryota;Animals;Insects",0.015274,19.2222
"Acraea serena","Eukaryota;Animals;Insects",0.015258,20.5335
"Acraea vestalis","Eukaryota;Animals;Insects",0.01535,20.3388
"Acraea zetes","Eukaryota;Animals;Insects",0.015228,18.6696
"Acrasis kona ATCC MYA-3509","Eukaryota;Protists;Other Protists",0.051458,16.7496
"Acratocnus ye","Eukaryota;Animals;Mammals",0.015385,43.7699
"Acreichthys tomentosus","Eukaryota;Animals;Fishes",0.016446,43.275
"Acremonium chrysogenum ATCC 11550","Eukaryota;Fungi;Ascomycetes",0.027266,26.5422
"Acremonium chrysogenum ATCC 11550","Eukaryota;Fungi;Ascomycetes",0.02731,26.5471
"Acremonium fuci 3a34","Eukaryota;Fungi;Ascomycetes",0.024565,28.7767
"Acrida cinerea","Eukaryota;Animals;Insects",0.015599,23.931
"Acrida willemsei","Eukaryota;Animals;Insects",0.015601,23.7805
"Acridotheres cristatellus","Eukaryota;Animals;Birds",0.01682,47.6576
"Acridotheres tristis","Eukaryota;Animals;Birds",0.016822,48.0086
"Acrocarpus fraxinifolius","Eukaryota;Plants;Land Plants",0.160497,36.3184
"Acrocephalus orientalis","Eukaryota;Animals;Birds",0.01796,47.2216
"Acrocephalus scirpaceus","Eukaryota;Animals;Birds",0.017903,47.9026
"Acrochaetium secundatum","Eukaryota;Other;Other",0.192311,31.9509
"Acrocheilus alutaceus","Eukaryota;Animals;Fishes",0.016592,44.0574
"Acrochordus granulatus","Eukaryota;Animals;Reptiles",0.017604,36.3156
"Acrocomia aculeata","Eukaryota;Plants;Land Plants",0.155829,37.5335
"Acroneuria carolinensis","Eukaryota;Animals;Insects",0.015718,35.4116
"Acroneuria hainana","Eukaryota;Animals;Insects",0.015804,37.3829
"Acropora aspera","Eukaryota;Animals;Other Animals",0.018479,38.1189
"Acropora digitifera","Eukaryota;Animals;Other Animals",0.018479,38.1406
"Acropora divaricata","Eukaryota;Animals;Other Animals",0.018481,38.1527
"Acropora florida","Eukaryota;Animals;Other Animals",0.018365,38.0506
"Acropora horrida","Eukaryota;Animals;Other Animals",0.01848,38.2035
"Acropora humilis","Eukaryota;Animals;Other Animals",0.018479,38.1298
"Acropora hyacinthus","Eukaryota;Animals;Other Animals",0.018566,38.145
"Acropora muricata","Eukaryota;Animals;Other Animals",0.018481,38.1365
"Acropora nasuta","Eukaryota;Animals;Other Animals",0.018481,38.1094
"Acropora robusta","Eukaryota;Animals;Other Animals",0.01848,38.1331
"Acropora tenuis","Eukaryota;Animals;Other Animals",0.018338,37.9594
"Acropora valida","Eukaryota;Animals;Other Animals",0.018385,38.0364
"Acropora yongei","Eukaryota;Animals;Other Animals",0.018342,37.9512
"Acropteris iphiata","Eukaryota;Animals;Insects",0.015346,19.0017
"Acropyga fuhrmanni","Eukaryota;Animals;Insects",0.015568,18.7243
"Acropyga goeldii","Eukaryota;Animals;Insects",0.015673,15.7723
"Acropyga guianensis","Eukaryota;Animals;Insects",0.016011,14.7961
"Acropyga kinomurai","Eukaryota;Animals;Insects",0.018287,17.0121
"Acropyga myops","Eukaryota;Animals;Insects",0.016659,14.8688
"Acropyga pallida","Eukaryota;Animals;Insects",0.016886,16.7831
"Acropyga panamensis","Eukaryota;Animals;Insects",0.016633,16.7017
"Acropyga sauteri","Eukaryota;Animals;Insects",0.016976,16.865
"Acropyga smithii","Eukaryota;Animals;Insects",0.015558,19.9254
"Acrosorium ciliolatum","Eukaryota;Other;Other",0.176064,25.5208
"Acrossocheilus barbodon","Eukaryota;Animals;Fishes",0.016596,44.0769
"Acrossocheilus beijiangensis","Eukaryota;Animals;Fishes",0.0166,43.8554
"Acrossocheilus fasciatus","Eukaryota;Animals;Fishes",0.016589,44.2884
"Acrossocheilus hemispinus","Eukaryota;Animals;Fishes",0.01659,44.1471
"Acrossocheilus iridescens","Eukaryota;Animals;Fishes",0.016596,44.0648
"Acrossocheilus jishouensis","Eukaryota;Animals;Fishes",0.016587,43.7451
"Acrossocheilus kreyenbergii","Eukaryota;Animals;Fishes",0.016849,43.4091
"Acrossocheilus longipinnis","Eukaryota;Animals;Fishes",0.016593,44.0728
"Acrossocheilus monticola","Eukaryota;Animals;Fishes",0.016599,44.0448
"Acrossocheilus paradoxus","Eukaryota;Animals;Fishes",0.016597,45.1648
"Acrossocheilus parallens","Eukaryota;Animals;Fishes",0.016592,44.3346
"Acrossocheilus spinifer","Eukaryota;Animals;Fishes",0.016591,44.048
"Acrossocheilus stenotaeniatus","Eukaryota;Animals;Fishes",0.016594,44.0882
"Acrossocheilus wenchowensis","Eukaryota;Animals;Fishes",0.016591,43.9817
"Acrossocheilus wuyiensis","Eukaryota;Animals;Fishes",0.016594,44.1666
"Acrossocheilus yunnanensis","Eukaryota;Animals;Fishes",0.016588,43.9474
"Acrostichum speciosum","Eukaryota;Plants;Land Plants",0.156095,38.4445
"Acryllium vulturinum","Eukaryota;Animals;Birds",0.016748,45.8264
"Actaea asiatica","Eukaryota;Plants;Land Plants",0.159638,38.1425
"Actaea dahurica","Eukaryota;Plants;Land Plants",0.15937,38.1264
"Actaea heracleifolia","Eukaryota;Plants;Land Plants",0.159578,38.0974
"Actaea vaginata","Eukaryota;Plants;Land Plants",0.15911,37.9882
"Actias luna","Eukaryota;Animals;Insects",0.015259,21.2661
"Actias selene","Eukaryota;Animals;Insects",0.015236,21.0882
"Actinia equina","Eukaryota;Animals;Other Animals",0.02069,38.9802
"Actinia tenebrosa","Eukaryota;Animals;Other Animals",0.020691,38.9783
"Actinidia arguta","Eukaryota;Plants;Land Plants",0.156484,37.2319
"Actinidia callosa var. henryi","Eukaryota;Plants;Land Plants",0.156826,37.196
"Actinidia chinensis","Eukaryota;Plants;Land Plants",0.156346,37.1963
"Actinidia deliciosa","Eukaryota;Plants;Land Plants",0.156741,37.1613
"Actinidia eriantha","Eukaryota;Plants;Land Plants",0.156964,37.1901
"Actinidia fulvicoma","Eukaryota;Plants;Land Plants",0.157339,37.1713
"Actinidia hemsleyana","Eukaryota;Plants;Land Plants",0.156845,37.1921
"Actinidia kolomikta","Eukaryota;Plants;Land Plants",0.157425,37.1834
"Actinidia lanceolata","Eukaryota;Plants;Land Plants",0.15639,37.2511
"Actinidia latifolia","Eukaryota;Plants;Land Plants",0.156873,37.1957
"Actinidia macrosperma","Eukaryota;Plants;Land Plants",0.156231,37.2493
"Actinidia polygama","Eukaryota;Plants;Land Plants",0.156583,37.2454
"Actinidia rubus","Eukaryota;Plants;Land Plants",0.156573,37.251
"Actinidia rufa","Eukaryota;Plants;Land Plants",0.156543,37.2307
"Actinidia setosa","Eukaryota;Plants;Land Plants",0.156728,37.2014
"Actinidia tetramera","Eukaryota;Plants;Land Plants",0.157659,37.0331
"Actinidia valvata","Eukaryota;Plants;Land Plants",0.156548,37.2301
"Actinidia zhejiangensis","Eukaryota;Plants;Land Plants",0.156717,37.167
"Actinocyclus subtilis","Eukaryota;Other;Other",0.11912,29.4199
"Actinodaphne lancifolia","Eukaryota;Plants;Land Plants",0.152728,39.1159
"Actinodaphne obovata","Eukaryota;Plants;Land Plants",0.152579,39.1469
"Aculamprotula scripta","Eukaryota;Animals;Other Animals",0.015688,37.092
"Aculamprotula tientsinensis","Eukaryota;Animals;Other Animals",0.015695,36.7442
"Acuticosta chinensis","Eukaryota;Animals;Other Animals",0.015652,34.2704
"Acyrthosiphon pisum 5A","Eukaryota;Animals;Insects",0.016971,15.2672
"Addax nasomaculatus","Eukaryota;Animals;Mammals",0.016751,39.3947
"Adelium sp. NCS-2009","Eukaryota;Animals;Insects",0.016449,27.2722
"Adelpha bredowii","Eukaryota;Animals;Insects",0.015187,20.0632
"Adelpha ethelda","Eukaryota;Animals;Insects",0.01535,20.1303
"Adelpha iphiclus","Eukaryota;Animals;Insects",0.015263,19.4588
"Adelphocoris fasciaticollis","Eukaryota;Animals;Insects",0.015434,22.6059
"Adelphocoris lineolatus","Eukaryota;Animals;Insects",0.015595,22.9048
"Adelphocoris nigritylus","Eukaryota;Animals;Insects",0.014522,22.7723
"Adenanthera microsperma","Eukaryota;Plants;Land Plants",0.159389,36.4724
"Adenia mannii","Eukaryota;Plants;Land Plants",0.165364,36.6023
"Adenocalymma acutissimum","Eukaryota;Plants;Land Plants",0.159752,38.3657
"Adenocalymma allamandiflorum","Eukaryota;Plants;Land Plants",0.157953,38.1949
"Adenocalymma aurantiacum","Eukaryota;Plants;Land Plants",0.159407,38.2116
"Adenocalymma biternatum","Eukaryota;Plants;Land Plants",0.157025,38.2264
"Adenocalymma bracteatum","Eukaryota;Plants;Land Plants",0.159725,38.2545
"Adenocalymma cristicalyx","Eukaryota;Plants;Land Plants",0.15901,38.007
"Adenocalymma divaricatum","Eukaryota;Plants;Land Plants",0.158645,38.305
"Adenocalymma hatschbachii","Eukaryota;Plants;Land Plants",0.158786,38.3119
"Adenocalymma marginatum","Eukaryota;Plants;Land Plants",0.158797,38.1103
"Adenocalymma nodosum","Eukaryota;Plants;Land Plants",0.157791,38.2474
"Adenocalymma pedunculatum","Eukaryota;Plants;Land Plants",0.158103,37.6312
"Adenocalymma peregrinum","Eukaryota;Plants;Land Plants",0.159187,38.326
